Year,Species,Age,SampleSize
2009,AnimalDinosaur,52,2
2009,AnimalGrizzlybear,52,2
2009,AnimalMonkey,52,2
2009,AnimalOther-primate,52,2
2009,AnimalWeasel,14,2
2009,AnimalSea-otter,,1
2009,AnimalCoyote,49,1
2009,AnimalOther-feline,61,1
2009,AnimalOther,61,1
2009,AnimalSea-otter,14,2
2009,AnimalOther-primate,25,1
2009,AnimalHorse,48,1
2009,AnimalWolf,56,1
2009,AnimalCougar,56,1
2009,AnimalDragon,56,1
2009,AnimalRaccoon,56,1
2009,AnimalHyena,56,1
2009,AnimalRaven,13,1
2009,AnimalGriffin,13,1
2009,AnimalMonkey,24,1
2009,AnimalHyena,40,1
2009,AnimalGerman-shepherd,13,1
2009,AnimalOther,108,1
2009,AnimalOthermarsupial,108,1
2009,AnimalWolf,57,1
2009,AnimalGerman-shepherd,57,1
2009,AnimalHusky,57,1
2009,AnimalLion,57,1
2009,AnimalDinosaur,57,1
2009,AnimalHorse,57,1
2009,AnimalPolarbear,57,1
2009,AnimalOther,57,1
2009,AnimalOther-primate,57,1
2009,AnimalCheetah,44,1
2009,AnimalWolf,11,1
2009,AnimalOthercanine,11,1
2009,AnimalHyena,11,1
2009,AnimalBat,35,1
2009,AnimalGrizzlybear,36,1
2009,AnimalGriffin,15,2
2009,AnimalSkunk,42,1
2009,AnimalOther-fox,38,1
2009,AnimalGrizzlybear,15,1
2009,AnimalPandabear,15,1
2009,AnimalKoala,15,1
2009,AnimalOthermarsupial,15,1
2009,AnimalSkunk,14,1
2009,AnimalOthercanine,36,1
2009,AnimalGrey-fox,31,1
